PLAYER_ID,PLAYER_NAME,TEAM_NAME,COUNTRY,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,SALARY,GAME_DATE,BIRTHDATE,HEIGHT,WEIGHT,AGE,POSITION
203924,Jerami Grant,Pistons,USA,7,39,555,26.0,11.4,3.9,1.3,0.6,1.1,20000000,,1994-03-12,203,95.0,"Years=28,Months=2,Days=28",Forward
201980,Danny Green,76ers,USA,12,46,819,25.3,8.7,3.4,1.6,1.0,0.8,10000000,2022-05-04,1987-06-22,198,97.0,"Years=34,Months=11,Days=20",Guard
203110,Draymond Green,Warriors,USA,9,35,685,28.5,8.7,6.9,5.4,1.4,1.0,24026712,2022-05-03,1990-03-04,198,104.0,"Years=32,Months=3,Days=9",Forward
203210,JaMychal Green,Nuggets,USA,7,-1,487,20.8,7.9,5.7,0.9,0.6,0.4,8292683,,1990-06-21,203,102.0,"Years=31,Months=11,Days=20",Forward
1630224,Jalen Green,Rockets,USA,0,2,67,31.9,17.3,3.4,2.6,0.7,0.3,8992200,,2002-02-09,193,84.0,"Years=20,Months=3,Days=29",Guard
1629750,Javonte Green,Bulls,USA,2,-1,154,16.0,5.0,2.9,0.7,0.8,0.3,1669178,,1993-07-23,195,92.0,"Years=28,Months=10,Days=18",Guard
201145,Jeff Green,Nuggets,USA,13,5,1051,29.0,12.6,4.3,1.5,0.7,0.5,4500000,,1986-08-28,203,106.0,"Years=35,Months=9,Days=14",Forward
1630182,Josh Green,Mavericks,Australia,1,18,106,14.0,4.0,2.3,1.0,0.6,0.2,2957520,2022-05-04,2000-11-16,195,90.0,"Years=21,Months=6,Days=22",Guard
201933,Blake Griffin,Nets,USA,11,1,724,32.9,19.8,8.2,4.1,0.8,0.5,32405817,,1989-03-16,205,113.0,"Years=33,Months=2,Days=25",Forward
1629656,Quentin Grimes,Knicks,USA,0,25,46,17.1,6.0,2.0,1.0,0.7,0.2,2168760,,2000-05-08,193,95.0,"Years=22,Months=nan,Days=nan",Guard
1629060,Rui Hachimura,Wizards,Japan,2,9,147,28.5,13.0,5.2,1.5,0.7,0.2,4916160,,1998-02-08,203,104.0,"Years=24,Months=3,Days=31",Forward
1630169,Tyrese Haliburton,Pacers,USA,1,12,135,32.9,14.3,3.6,6.9,1.6,0.6,4023600,,2000-02-29,195,83.0,"Years=22,Months=3,Days=10",Guard
1630181,R.J. Hampton,Magic,USA,1,24,115,19.9,7.3,3.2,2.1,0.5,0.2,2303040,,2001-02-07,193,79.0,"Years=21,Months=3,Days=31",Guard
203501,Tim Hardaway Jr.,Mavericks,USA,8,24,586,27.0,13.9,2.8,1.9,0.6,0.1,21306816,2022-05-04,1992-03-16,195,92.0,"Years=30,Months=2,Days=24",Guard
201935,James Harden,76ers,USA,12,3,942,34.6,24.9,5.6,6.8,1.5,0.5,43848000,2022-05-04,1989-08-26,195,99.0,"Years=32,Months=9,Days=15",Guard
203090,Maurice Harkless,Kings,USA,9,15,621,22.6,6.9,3.5,0.9,0.9,0.6,4347600,,1993-05-11,200,99.0,"Years=28,Months=12,Days=30",Forward
1626149,Montrezl Harrell,Hornets,USA,6,32,458,21.5,12.9,5.3,1.4,0.6,0.8,9720900,,1994-01-26,200,108.0,"Years=28,Months=4,Days=14",Forward
203914,Gary Harris,Magic,USA,7,19,468,28.8,11.8,2.5,2.1,1.2,0.2,20482143,,1994-09-14,193,95.0,"Years=27,Months=8,Days=26",Guard
203925,Joe Harris,Nets,USA,7,33,414,25.6,11.1,3.2,1.6,0.5,0.2,17357143,,1991-09-06,198,99.0,"Years=30,Months=9,Days=4",Guard
202699,Tobias Harris,76ers,USA,10,19,753,31.4,16.4,6.2,2.3,0.7,0.5,36000000,2022-05-04,1992-07-15,200,102.0,"Years=29,Months=10,Days=26",Forward
1628404,Josh Hart,Trail Blazers,USA,4,30,296,27.3,9.9,5.7,2.1,0.9,0.4,12000000,,1995-03-06,195,97.0,"Years=27,Months=3,Days=6",Guard
1628392,Isaiah Hartenstein,Clippers,Germany,3,43,165,13.7,5.8,3.9,1.5,0.5,0.8,3430810,,1998-05-05,213,113.0,"Years=24,Months=1,Days=4",Center
2617,Udonis Haslem,Heat,USA,18,-1,872,24.8,7.5,6.6,0.8,0.5,0.3,2641691,2022-05-04,1980-06-09,203,106.0,"Years=41,Months=12,Days=4",Forward
1630573,Sam Hauser,Celtics,USA,0,-1,26,6.1,2.5,1.1,0.4,0.0,0.1,313737,2022-05-03,1997-12-08,200,98.0,"Years=24,Months=6,Days=1",Forward
1629637,Jaxson Hayes,Pelicans,USA,2,8,194,17.7,8.1,4.3,0.7,0.4,0.8,5348280,,2000-05-23,210,99.0,"Years=21,Months=12,Days=16",Center
1630165,Killian Hayes,Pistons,France,1,7,92,25.2,6.8,3.0,4.5,1.1,0.5,5572680,,2001-07-27,195,88.0,"Years=20,Months=10,Days=12",Guard
202330,Gordon Hayward,Hornets,USA,11,9,734,31.1,15.6,4.5,3.5,1.0,0.4,29900000,,1990-03-23,200,102.0,"Years=32,Months=2,Days=18",Forward
1627823,Juancho Hernangomez,Jazz,Spain,5,15,297,15.7,5.4,3.4,0.6,0.4,0.2,6175440,,1995-09-28,205,97.0,"Years=26,Months=8,Days=12",Forward
1626195,Willy Hernangomez,Pelicans,Spain,5,35,306,15.3,7.4,5.9,1.1,0.4,0.4,2327220,,1994-05-27,210,113.0,"Years=27,Months=12,Days=14",Center
1629639,Tyler Herro,Heat,USA,2,13,175,30.3,16.7,4.7,3.2,0.6,0.2,4004280,2022-05-04,2000-01-20,195,88.0,"Years=22,Months=4,Days=19",Guard
1627741,Buddy Hield,Pacers,Bahamas,5,6,468,29.2,15.9,4.3,2.5,0.8,0.3,22477273,,1992-12-17,193,99.0,"Years=29,Months=5,Days=24",Guard
1629312,Haywood Highsmith,Heat,USA,1,0,24,8.5,2.2,1.3,0.3,0.1,0.1,290967,2022-05-04,1996-12-09,193,99.0,"Years=25,Months=5,Days=31",Forward
201588,George Hill,Bucks,USA,13,26,869,27.2,10.7,3.0,3.1,0.9,0.3,4000000,2022-05-03,1986-05-04,193,85.0,"Years=36,Months=1,Days=8",Guard
1628988,Aaron Holiday,Suns,USA,3,23,245,18.2,7.3,1.8,2.4,0.7,0.2,3980551,2022-05-04,1996-09-30,182,83.0,"Years=25,Months=8,Days=9",Guard
201950,Jrue Holiday,Bucks,USA,12,17,839,33.2,16.2,4.0,6.4,1.5,0.5,30133333,2022-05-03,1990-06-12,190,92.0,"Years=31,Months=11,Days=29",Guard
203200,Justin Holiday,Kings,USA,8,-1,576,24.6,8.7,3.0,1.5,1.0,0.4,6006420,,1989-04-05,198,81.0,"Years=33,Months=2,Days=5",Forward
1626158,Richaun Holmes,Kings,USA,6,37,376,21.1,9.6,5.8,1.1,0.6,1.1,10384500,,1993-10-15,208,106.0,"Years=28,Months=7,Days=26",Forward
203918,Rodney Hood,Clippers,USA,7,23,448,24.5,10.4,2.6,1.6,0.7,0.2,2239544,,1992-10-20,203,94.0,"Years=29,Months=7,Days=21",Guard
201143,Al Horford,Celtics,Dominican Republic,14,3,950,32.2,13.7,8.2,3.3,0.8,1.2,27000000,2022-05-03,1986-06-03,205,108.0,"Years=35,Months=12,Days=9",Center
1629659,Talen Horton-Tucker,Lakers,USA,2,46,131,22.1,9.3,2.8,2.6,1.0,0.4,9500000,,2000-11-25,193,106.0,"Years=21,Months=6,Days=13",Guard
1627863,Danuel House Jr.,Jazz,USA,5,-1,204,24.4,8.5,3.6,1.3,0.7,0.4,2045094,,1993-06-07,198,99.0,"Years=28,Months=12,Days=3",Forward
2730,Dwight Howard,Lakers,USA,17,1,1242,31.8,15.7,11.8,1.3,0.9,1.8,2641691,,1985-12-08,208,120.0,"Years=36,Months=6,Days=4",Center
1628989,Kevin Huerter,Hawks,USA,3,19,274,29.6,11.4,3.5,3.2,0.9,0.4,4253357,,1998-08-27,200,89.0,"Years=23,Months=9,Days=12",Guard
1630190,Elijah Hughes,Trail Blazers,USA,1,39,54,9.2,2.9,1.2,0.5,0.3,0.2,1517981,,1998-03-10,195,97.0,"Years=24,Months=3,Days=1",Guard
1629631,De'Andre Hunter,Hawks,USA,2,4,139,30.7,13.2,4.1,1.6,0.7,0.4,7775400,,1997-12-02,203,100.0,"Years=24,Months=6,Days=7",Forward
1630538,Bones Hyland,Nuggets,USA,0,26,69,19.0,10.1,2.7,2.8,0.6,0.3,2096880,,2000-09-14,187,76.0,"Years=21,Months=8,Days=24",Guard
201586,Serge Ibaka,Bucks,Republic of the Congo,12,24,903,27.6,12.1,7.2,0.8,0.4,1.9,9742000,2022-05-03,1989-09-18,208,106.0,"Years=32,Months=8,Days=23",Forward
2738,Andre Iguodala,Warriors,USA,17,9,1223,32.2,11.4,4.9,4.2,1.4,0.5,2641691,2022-05-03,1984-01-28,198,97.0,"Years=38,Months=4,Days=15",Guard
204060,Joe Ingles,Trail Blazers,Australia,7,-1,590,25.7,8.6,3.2,3.8,0.9,0.2,14000000,,1987-10-02,203,99.0,"Years=34,Months=8,Days=10",Forward
1627742,Brandon Ingram,Pelicans,USA,5,2,368,32.8,18.5,5.2,3.8,0.7,0.6,29467800,,1997-09-02,203,86.0,"Years=24,Months=9,Days=6",Forward
202681,Kyrie Irving,Nets,Australia,10,1,611,34.0,23.1,3.8,5.7,1.3,0.4,34916200,,1992-03-23,187,88.0,"Years=30,Months=2,Days=17",Guard
1628371,Jonathan Isaac,Magic,USA,3,6,136,25.8,9.3,5.4,1.1,1.1,1.5,17400000,,1997-10-03,208,104.0,"Years=24,Months=8,Days=6",Forward
1628402,Frank Jackson,Pistons,USA,3,31,213,18.2,8.5,1.8,1.0,0.4,0.1,3000000,,1998-05-04,190,92.0,"Years=24,Months=1,Days=5",Guard
1630543,Isaiah Jackson,Pacers,USA,0,22,36,15.0,8.3,4.1,0.3,0.7,1.4,2451120,,2002-01-10,208,92.0,"Years=20,Months=4,Days=28",Forward
1628367,Josh Jackson,Kings,USA,4,4,291,23.1,11.3,4.0,1.8,0.9,0.6,5005350,,1997-02-10,203,93.0,"Years=25,Months=3,Days=29",Guard
202704,Reggie Jackson,Clippers,USA,10,24,703,25.6,13.1,3.0,4.3,0.7,0.1,10384500,,1990-04-16,187,94.0,"Years=32,Months=1,Days=25",Guard
1628991,Jaren Jackson Jr.,Grizzlies,USA,3,4,204,27.1,15.8,5.1,1.2,0.9,1.8,9180560,2022-05-03,1999-09-15,210,109.0,"Years=22,Months=8,Days=24",Forward
2544,LeBron James,Lakers,USA,18,1,1366,38.2,27.1,7.5,7.4,1.6,0.8,41180544,,1984-12-30,205,113.0,"Years=37,Months=5,Days=13",Forward
1629660,Ty Jerome,Thunder,USA,2,24,112,17.1,7.1,1.9,2.4,0.6,0.1,2412840,,1997-07-08,195,88.0,"Years=24,Months=11,Days=1",Guard
1630198,Isaiah Joe,76ers,USA,1,49,96,10.3,3.7,1.0,0.6,0.3,0.1,1517981,2022-05-04,1999-07-02,193,74.0,"Years=22,Months=11,Days=7",Guard
1629661,Cameron Johnson,Suns,USA,2,11,183,24.2,10.4,3.6,1.4,0.7,0.3,4437000,2022-05-04,1996-03-03,203,95.0,"Years=26,Months=3,Days=8",Forward
1630552,Jalen Johnson,Hawks,USA,0,20,22,5.5,2.4,1.2,0.1,0.1,0.1,2659560,,2001-12-18,203,99.0,"Years=20,Months=5,Days=21",Forward
1629640,Keldon Johnson,Spurs,USA,2,29,161,28.9,14.4,5.8,1.8,0.7,0.2,2145720,,1999-10-11,198,99.0,"Years=22,Months=7,Days=29",Forward
1630553,Keon Johnson,Trail Blazers,USA,0,21,37,18.8,7.2,2.2,2.1,0.8,0.3,2553120,,2002-03-10,193,83.0,"Years=20,Months=2,Days=28",Guard
1626169,Stanley Johnson,Lakers,USA,6,8,419,20.1,6.3,3.1,1.5,0.9,0.2,888616,,1996-05-29,198,109.0,"Years=25,Months=12,Days=11",Forward
203999,Nikola Jokic,Nuggets,Serbia,6,41,527,30.4,19.7,10.4,6.2,1.2,0.7,30510423,,1995-02-19,210,128.0,"Years=27,Months=3,Days=21",Center
1627745,Damian Jones,Kings,USA,5,30,199,15.2,5.6,3.4,0.8,0.4,0.7,1977011,,1995-06-30,210,111.0,"Years=26,Months=11,Days=10",Center
1630529,Herbert Jones,Pelicans,USA,0,35,78,29.9,9.5,3.8,2.1,1.7,0.8,1700000,,1998-10-06,200,93.0,"Years=23,Months=8,Days=3",Forward
1630539,Kai Jones,Hornets,Bahamas,0,19,21,3.0,1.0,0.5,0.2,0.0,0.1,2770560,,2001-01-19,208,100.0,"Years=21,Months=4,Days=19",Center
1630200,Tre Jones,Spurs,USA,1,41,106,13.4,4.8,1.7,2.6,0.5,0.1,1517981,,2000-01-08,185,83.0,"Years=22,Months=5,Days=1",Guard
1626145,Tyus Jones,Grizzlies,USA,6,24,455,18.4,6.2,1.8,3.7,1.0,0.1,7522200,2022-05-03,1996-05-10,182,88.0,"Years=25,Months=12,Days=30",Guard
1627884,Derrick Jones Jr.,Bulls,USA,5,-1,280,19.8,6.5,3.4,0.7,0.7,0.7,9720900,,1997-02-15,198,95.0,"Years=25,Months=3,Days=24",Forward
201599,DeAndre Jordan,76ers,USA,13,35,980,26.7,9.1,10.3,1.0,0.5,1.5,11109327,2022-05-04,1988-07-21,210,120.0,"Years=33,Months=10,Days=21",Center
202709,Cory Joseph,Pistons,Canada,10,29,728,22.2,7.1,2.6,3.0,0.8,0.2,7310000,,1991-08-20,190,90.0,"Years=30,Months=9,Days=21",Guard
1628379,Luke Kennard,Clippers,USA,4,12,297,23.5,10.0,2.9,2.0,0.5,0.1,12727273,,1996-06-24,195,93.0,"Years=25,Months=11,Days=15",Guard
1630557,Corey Kispert,Wizards,USA,0,15,77,23.4,8.2,2.7,1.1,0.5,0.3,3383640,,1999-03-03,198,101.0,"Years=23,Months=3,Days=8",Forward
1628467,Maxi Kleber,Mavericks,Germany,4,-1,326,22.7,7.1,4.8,1.1,0.4,0.9,8750000,2022-05-04,1992-01-29,208,108.0,"Years=30,Months=4,Days=12",Forward
1629723,John Konchar,Grizzlies,USA,2,-1,134,15.3,4.4,3.8,1.3,0.6,0.3,2197674,2022-05-03,1996-03-22,195,95.0,"Years=26,Months=2,Days=17",Guard
1627788,Furkan Korkmaz,76ers,Turkey,4,26,256,18.7,7.9,2.2,1.3,0.6,0.1,4629630,2022-05-04,1997-07-24,200,91.0,"Years=24,Months=10,Days=16",Guard
1628436,Luke Kornet,Celtics,USA,4,-1,148,14.3,5.5,2.6,1.0,0.3,0.8,606702,2022-05-03,1995-07-15,218,113.0,"Years=26,Months=10,Days=26",Center
1630249,Vit Krejci,Thunder,Czech Republic,0,37,30,23.0,6.2,3.4,1.9,0.6,0.3,925258,,2000-06-19,203,88.0,"Years=21,Months=11,Days=19",Guard
1630228,Jonathan Kuminga,Warriors,DRC,0,7,70,16.9,9.3,3.3,0.9,0.4,0.3,5466360,2022-05-03,2002-10-06,200,102.0,"Years=19,Months=8,Days=2",Forward
1628398,Kyle Kuzma,Wizards,USA,4,27,342,30.4,15.6,6.2,2.2,0.6,0.5,13000000,,1995-07-24,205,100.0,"Years=26,Months=10,Days=17",Forward
203897,Zach LaVine,Bulls,USA,7,13,478,31.8,19.8,3.9,3.9,0.9,0.3,19500000,,1995-03-10,195,90.0,"Years=27,Months=3,Days=2",Guard
203087,Jeremy Lamb,Kings,USA,9,12,573,20.8,10.1,3.6,1.6,0.7,0.4,10500000,,1992-05-30,195,81.0,"Years=29,Months=12,Days=11",Guard
1629111,Jock Landale,Spurs,Australia,0,-1,54,10.9,4.9,2.6,0.8,0.2,0.3,925258,,1995-10-25,210,115.0,"Years=26,Months=7,Days=16",Center
1629641,Romeo Langford,Spurs,USA,2,14,98,14.5,3.6,1.9,0.5,0.4,0.3,3804360,,1999-10-25,195,97.0,"Years=22,Months=7,Days=15",Guard
1627774,Jake Layman,Timberwolves,USA,5,47,243,12.8,4.8,1.7,0.5,0.4,0.3,3940184,,1994-03-07,203,94.0,"Years=28,Months=3,Days=5",Forward
1627747,Caris LeVert,Cavaliers,USA,5,20,318,27.5,14.6,3.8,4.0,1.1,0.3,17500000,,1994-08-25,198,92.0,"Years=27,Months=9,Days=15",Guard
1627814,Damion Lee,Warriors,USA,4,-1,216,21.0,8.2,3.5,1.4,0.7,0.1,1910860,2022-05-03,1992-10-21,195,95.0,"Years=29,Months=7,Days=20",Guard
1630240,Saben Lee,Pistons,USA,1,38,85,16.3,5.6,2.2,3.3,0.8,0.3,1489065,,1999-06-23,187,83.0,"Years=22,Months=11,Days=16",Guard
203458,Alex Len,Kings,Ukraine,8,5,570,18.9,7.7,5.9,0.9,0.4,1.0,3731707,,1993-06-16,213,113.0,"Years=28,Months=11,Days=24",Center
202695,Kawhi Leonard,Clippers,USA,10,15,576,31.3,19.2,6.4,2.9,1.8,0.6,39344900,,1991-06-29,200,102.0,"Years=30,Months=11,Days=12",Forward
1630184,Kira Lewis Jr.,Pelicans,USA,1,13,78,16.0,6.2,1.4,2.2,0.6,0.1,3822240,,2001-04-06,185,77.0,"Years=21,Months=2,Days=1",Guard
203081,Damian Lillard,Trail Blazers,USA,9,6,711,36.3,24.6,4.2,6.6,1.0,0.3,39344900,,1990-07-15,187,88.0,"Years=31,Months=10,Days=27",Guard
1629642,Nassir Little,Trail Blazers,USA,2,25,138,16.7,5.8,3.4,0.7,0.3,0.5,2316240,,2000-02-11,195,99.0,"Years=22,Months=3,Days=28",Forward
1630587,Isaiah Livers,Pistons,USA,0,42,19,20.2,6.4,3.0,1.1,0.7,0.4,1057260,,1998-07-28,198,105.0,"Years=23,Months=10,Days=12",Forward
1626172,Kevon Looney,Warriors,USA,6,30,367,16.4,4.7,4.8,1.4,0.5,0.6,5178572,2022-05-03,1996-02-06,205,100.0,"Years=26,Months=4,Days=3",Forward
201572,Brook Lopez,Bucks,USA,13,10,868,30.2,16.4,6.2,1.4,0.6,1.8,13302325,2022-05-03,1988-04-01,213,127.0,"Years=34,Months=2,Days=9",Center
201577,Robin Lopez,Magic,USA,13,15,939,21.9,8.7,4.9,0.8,0.2,1.1,5000000,,1988-04-01,213,127.0,"Years=34,Months=2,Days=9",Center
1629712,Didi Louzada,Trail Blazers,Brazil,1,35,12,15.5,3.6,1.7,0.7,0.3,0.2,1786878,,1999-07-02,195,85.0,"Years=22,Months=11,Days=7",Guard
201567,Kevin Love,Cavaliers,USA,13,5,812,30.9,17.6,10.7,2.4,0.7,0.4,31300000,,1988-09-07,203,113.0,"Years=33,Months=9,Days=3",Forward
200768,Kyle Lowry,Heat,USA,15,24,1023,31.9,14.8,4.4,6.3,1.3,0.3,26984128,2022-05-04,1986-03-25,182,88.0,"Years=36,Months=2,Days=17",Guard
1627789,Timothe Luwawu-Cabarrot,Hawks,France,5,24,328,16.0,5.9,2.0,0.9,0.4,0.1,1939350,,1995-05-09,200,97.0,"Years=27,Months=1,Days=1",Guard
1626168,Trey Lyles,Kings,Canada,6,12,449,18.3,7.8,4.3,1.1,0.4,0.3,2500000,,1995-11-05,205,106.0,"Years=26,Months=7,Days=5",Forward
1630177,Theo Maledon,Thunder,France,1,34,116,23.2,8.8,2.9,2.9,0.8,0.2,2000000,,2001-06-12,193,79.0,"Years=20,Months=11,Days=26",Guard
1629611,Terance Mann,Clippers,USA,2,48,189,20.9,7.6,3.8,1.9,0.5,0.2,1782621,,1996-10-18,195,97.0,"Years=25,Months=7,Days=22",Guard
1630544,Tre Mann,Thunder,USA,0,18,60,22.8,10.4,2.9,1.5,0.8,0.2,2901240,,2001-02-03,190,80.0,"Years=21,Months=4,Days=4",Guard
1626246,Boban Marjanovic,Mavericks,Serbia,6,-1,286,9.2,5.9,3.8,0.5,0.2,0.3,3500000,2022-05-04,1988-08-15,220,131.0,"Years=33,Months=9,Days=26",Center
1628374,Lauri Markkanen,Cavaliers,Finland,4,7,282,29.7,15.4,6.8,1.3,0.7,0.5,15690909,,1997-05-22,210,108.0,"Years=24,Months=12,Days=18",Forward
1630230,Naji Marshall,Pelicans,USA,1,-1,87,16.5,6.4,3.3,1.7,0.7,0.2,1517981,,1998-01-24,200,99.0,"Years=24,Months=4,Days=15",Forward
1628997,Caleb Martin,Heat,USA,2,-1,131,19.1,7.1,3.1,1.2,0.8,0.4,527614,2022-05-04,1995-09-28,195,92.0,"Years=26,Months=8,Days=12",Forward
1628998,Cody Martin,Hornets,USA,2,36,171,21.2,5.8,3.5,2.1,1.0,0.3,1782621,,1995-09-28,198,92.0,"Years=26,Months=8,Days=12",Forward
1630231,Kenyon Martin Jr.,Rockets,USA,1,52,124,22.0,9.0,4.3,1.2,0.5,0.7,1517981,,2001-01-06,195,97.0,"Years=21,Months=5,Days=2",Forward
1629726,Garrison Mathews,Rockets,USA,2,-1,147,20.3,7.5,2.0,0.7,0.6,0.2,1093598,,1996-10-24,195,97.0,"Years=25,Months=7,Days=16",Guard
202083,Wesley Matthews,Bucks,USA,12,-1,898,30.5,12.2,2.9,2.0,1.0,0.2,1958501,2022-05-03,1986-10-14,193,99.0,"Years=35,Months=7,Days=29",Guard
1630178,Tyrese Maxey,76ers,USA,1,21,136,26.4,13.2,2.5,3.2,0.6,0.3,2602920,2022-05-04,2000-11-04,187,90.0,"Years=21,Months=7,Days=4",Guard
1630219,Skylar Mays,Hawks,USA,1,50,61,8.0,3.3,1.0,0.8,0.3,0.0,34231,,1997-09-05,193,92.0,"Years=24,Months=9,Days=3",Guard
1630540,Miles McBride,Knicks,USA,0,36,40,9.3,2.2,1.1,1.0,0.4,0.0,925258,,2000-09-08,185,88.0,"Years=21,Months=8,Days=30",Guard
203468,CJ McCollum,Pelicans,USA,8,10,590,31.6,19.2,3.5,3.5,0.9,0.4,30864198,,1991-09-19,190,86.0,"Years=30,Months=8,Days=22",Guard
204456,T.J. McConnell,Pacers,USA,6,0,481,22.2,6.9,3.0,5.0,1.3,0.2,7500000,,1992-03-25,185,86.0,"Years=30,Months=2,Days=15",Guard
1630183,Jaden McDaniels,Timberwolves,USA,1,28,133,24.9,8.1,3.9,1.1,0.7,0.9,2063280,,2000-09-29,205,83.0,"Years=21,Months=8,Days=9",Forward
1629667,Jalen McDaniels,Hornets,USA,2,52,118,17.7,6.6,3.4,1.1,0.5,0.4,1782621,,1998-01-31,205,92.0,"Years=24,Months=4,Days=8",Forward
203926,Doug McDermott,Spurs,USA,7,11,527,20.9,9.2,2.3,0.9,0.2,0.1,13750000,,1992-01-03,200,102.0,"Years=30,Months=5,Days=8",Forward
201580,JaVale McGee,Suns,USA,13,18,821,17.0,8.0,5.3,0.4,0.4,1.5,5000000,2022-05-04,1988-01-19,213,122.0,"Years=34,Months=4,Days=23",Center
203585,Rodney McGruder,Pistons,USA,5,-1,285,19.8,5.8,2.8,1.2,0.5,0.2,1939350,,1991-07-29,193,92.0,"Years=30,Months=10,Days=13",Guard
1629162,Jordan McLaughlin,Timberwolves,USA,2,-1,143,17.0,5.0,1.8,3.5,1.0,0.1,1669178,,1996-04-09,180,83.0,"Years=26,Months=1,Days=30",Guard
203463,Ben McLemore,Trail Blazers,USA,8,7,556,22.5,9.0,2.3,1.0,0.6,0.2,2389641,,1993-02-11,190,88.0,"Years=29,Months=3,Days=29",Guard
1629001,De'Anthony Melton,Grizzlies,USA,3,46,235,20.7,8.4,3.6,2.8,1.3,0.5,8437500,2022-05-03,1998-05-28,187,90.0,"Years=23,Months=12,Days=12",Guard
1629002,Chimezie Metu,Kings,USA,3,49,143,14.1,6.1,3.6,0.8,0.5,0.4,1762796,,1997-03-22,205,102.0,"Years=25,Months=2,Days=17",Forward
203114,Khris Middleton,Bucks,USA,9,39,651,31.8,17.1,4.9,3.8,1.2,0.2,35500000,2022-05-03,1991-08-12,200,100.0,"Years=30,Months=9,Days=29",Forward
201988,Patty Mills,Nets,Australia,12,55,820,20.7,9.2,1.7,2.3,0.7,0.1,5890000,,1988-08-11,182,81.0,"Years=33,Months=9,Days=30",Guard
200794,Paul Millsap,76ers,USA,15,47,1085,28.1,13.4,7.1,2.2,1.2,1.0,2641691,2022-05-04,1985-02-10,200,116.0,"Years=37,Months=4,Days=1",Forward
1629003,Shake Milton,76ers,USA,3,54,178,20.9,9.7,2.3,2.6,0.5,0.3,1846738,2022-05-04,1996-09-26,195,92.0,"Years=25,Months=8,Days=13",Guard
1630558,Davion Mitchell,Kings,USA,0,9,75,27.7,11.5,2.2,4.2,0.7,0.3,4603320,,1998-09-05,182,91.0,"Years=23,Months=9,Days=3",Guard
1628378,Donovan Mitchell,Jazz,USA,4,13,345,33.7,23.9,4.2,4.5,1.3,0.3,28103550,,1996-09-07,185,97.0,"Years=25,Months=9,Days=1",Guard
1630596,Evan Mobley,Cavaliers,USA,0,3,69,33.8,15.0,8.3,2.5,0.8,1.7,8075160,,2001-06-18,210,97.0,"Years=20,Months=11,Days=20",Center
1628370,Malik Monk,Lakers,USA,4,11,309,20.4,10.3,2.3,2.0,0.5,0.2,1789256,,1998-02-04,190,90.0,"Years=24,Months=4,Days=4",Guard
202328,Greg Monroe,Timberwolves,USA,9,7,646,27.4,13.0,8.2,2.1,1.1,0.6,55208,,1990-06-04,208,113.0,"Years=31,Months=12,Days=7",Forward
1630541,Moses Moody,Warriors,USA,0,14,52,11.7,4.4,1.5,0.4,0.1,0.2,3562080,2022-05-03,2002-05-31,195,95.0,"Years=19,Months=12,Days=8",Guard
1629630,Ja Morant,Grizzlies,USA,2,2,187,32.2,21.2,4.5,7.1,1.0,0.3,9603360,2022-05-03,1999-08-10,190,78.0,"Years=22,Months=9,Days=29",Guard
1629752,Juwan Morgan,Celtics,USA,2,-1,52,6.0,1.5,1.2,0.3,0.1,0.1,19186,2022-05-03,1997-04-17,200,105.0,"Years=25,Months=1,Days=22",Forward
202693,Markieff Morris,Heat,USA,10,13,715,24.8,10.9,5.2,1.6,0.8,0.5,2641691,2022-05-04,1989-09-02,205,111.0,"Years=32,Months=9,Days=8",Forward
1628420,Monte Morris,Nuggets,USA,4,51,280,25.2,10.5,2.3,3.7,0.8,0.2,8333333,,1995-06-27,187,83.0,"Years=26,Months=11,Days=13",Guard
1630530,Trey Murphy III,Pelicans,USA,0,17,62,13.9,5.4,2.4,0.6,0.4,0.1,3053760,,2000-06-18,203,93.0,"Years=21,Months=11,Days=20",Forward
1627749,Dejounte Murray,Spurs,USA,4,29,320,25.8,12.5,6.0,4.8,1.4,0.3,15428571,,1996-09-19,193,81.0,"Years=25,Months=8,Days=20",Guard
1627750,Jamal Murray,Nuggets,Canada,5,7,345,30.1,16.3,3.6,3.8,1.0,0.3,31590000,,1997-02-23,190,97.0,"Years=25,Months=3,Days=16",Guard
203488,Mike Muscala,Thunder,USA,8,44,432,15.5,6.2,3.2,0.9,0.3,0.5,3500000,,1991-07-01,208,108.0,"Years=30,Months=11,Days=10",Forward
1629004,Svi Mykhailiuk,Raptors,Ukraine,3,47,220,17.0,6.6,1.8,1.4,0.6,0.1,1729217,,1997-06-10,200,92.0,"Years=24,Months=11,Days=29",Guard
1626204,Larry Nance Jr.,Pelicans,USA,6,27,396,24.1,8.1,6.5,1.9,1.2,0.5,10690909,,1993-01-01,200,111.0,"Years=29,Months=5,Days=9",Forward
1630612,RJ Nembhard Jr.,Cavaliers,USA,0,-1,14,4.5,1.1,0.5,0.9,0.1,0.0,58493,,1999-03-22,193,90.0,"Years=23,Months=2,Days=17",Guard
1630174,Aaron Nesmith,Celtics,USA,1,14,98,12.7,4.2,2.2,0.5,0.4,0.1,3631200,2022-05-03,1999-10-16,195,97.0,"Years=22,Months=7,Days=24",Guard
203526,Raul Neto,Wizards,Brazil,6,47,387,16.2,6.0,1.6,2.2,0.7,0.1,2089448,,1992-05-19,187,81.0,"Years=29,Months=12,Days=22",Guard
